"ExternalID";"Name";"NameDescription";"Price";"Sku";"Currency";"Categories";"Images";"Unit";"InStock";"IsAvailable";"Alias";"MetaTitle";"MetaDescription";"MetaKeywords";"ShortDescription";"Минимальный заказ";"Кратность"
"10939420";"Rosé Poésie - Букет з півоніями та гортензією";"Velours Violet - букет із гіацинтом і гортензією Rosé Poésie - ніжна квіткова композиція у пастельних відтінках з кремово-рожевої гортензії, тюльпанів, півоній, фіолетової матіоли та витких ліній вероніки. Ідеальний вибір для подяки, зізнання в коханні або стильного компліменту. Деякі квіти можуть бути замінені за відсутності, але без зміни загального стилю, кольорової гами та композиції. Швидка кур'єрська доставка по Києву - того ж дня.";"3455";"43bdfc4e-92be-42e0-8c35-c130065f98da";"UAH";"Авторські роботи By Lesnikov";"https://www.nouvelamour.kiev.ua/Media/shop-29325/main page/Photoroom_20250613_035352.png";"шт";"999";"Available";"shop/Rosé Poésie";"Rosé Poésie - Букет з півоніями та гортензією";"Rosé Poésie - Букет з півоніями та гортензією. Velours Violet - букет із гіацинтом і гортензією Rosé Poésie - ніжна квіткова композиція у пастельних відтін";"";"Velours Violet - букет із гіацинтом і гортензією Rosé Poésie - ніжна квіткова композиція у пастельних відтінках з кремово-рожевої гортензії, тюльпанів, півоній, фіолетової матіоли та витких ліній вероніки. Ідеальний вибір для подяки, зізнан";"1";"1"
"10998897";"Scarlet Emotion - це чуттєвий букет, що передає пристрасть і глибину.";"Scarlet Emotion - це чуттєвий букет, що передає пристрасть і глибину. Яскраві червоні троянди, антуріум, рожеві тюльпани та евкаліпт створюють композицію, яка захоплює подих. Ідеальний подарунок для зізнання у коханні чи пристрасного компліменту.Квіти можуть незначно змінюватися, але загальний стиль і палітра збережені.";"1750";"5e58b9be-30b1-4b62-994e-5ba6a58ba8cd";"UAH";"Букети";"https://www.nouvelamour.kiev.ua/Media/shop-29325/main page/IMG_9975.png";"шт";"999";"Available";"shop/scarlet-emotion--tse-chutteviy-buket-scho-peredae-pristrast-i-glibinu-";"Scarlet Emotion - це чуттєвий букет, що передає пристрасть і глибину.";"Scarlet Emotion - це чуттєвий букет, що передає пристрасть і глибину.. Scarlet Emotion - це чуттєвий букет, що передає пристрасть і глибину. Яскраві червон";"";"Scarlet Emotion - це чуттєвий букет, що передає пристрасть і глибину. Яскраві червоні троянди, антуріум, рожеві тюльпани та евкаліпт створюють композицію, яка захоплює подих. Ідеальний подарунок для зізнання у коханні чи пристрасного комплі";"1";"1"
"10998905";"Букет White Poetry";"Букет White Poetry - це витончене поєднання білих гвоздик, еустоми, жовтих акцентів та свіжої зелені. Символ чистоти, нових починань і гармонії. Ідеальний подарунок на весілля, день народження, хрестини чи подяку. ✅ Елегантне оформлення в ніжно-зеленому пакуванні✅ Збалансована композиція зі свіжих сезонних квітів✅ Можлива делікатна заміна квітів при збереженні кольорової гами та форми Доставка по Києву в день замовлення.";"2199";"bd1c7615-782c-485d-9f0e-c125a0021b8c";"UAH";"Букети";"https://www.nouvelamour.kiev.ua/Media/shop-29325/main page/IMG_9981.png";"шт";"999";"Available";"shop/buket-white-poetry";"Букет White Poetry";"Букет White Poetry. Букет White Poetry - це витончене поєднання білих гвоздик, еустоми, жовтих акцентів та свіжої зелені. Символ чистоти, нових починань і ";"";"Букет White Poetry - це витончене поєднання білих гвоздик, еустоми, жовтих акцентів та свіжої зелені. Символ чистоти, нових починань і гармонії. Ідеальний подарунок на весілля, день народження, хрестини чи подяку. ✅ Елегантне оформлення в н";"1";"1"
"salesbox-34796adc-ca70-4cef-99be-feb0af208086";"Panier Bleu Stitch";"Подаруйте казку - унікальний квітковий кошик Panier Bleu Stitch об'єднує чарівний світ квітів і дитячої радості. Композиція втілює ніжність і турботу, ідеально підходить для привітання малюка, на день народження чи як зворушливий знак уваги. Головна ""родзинка"" - м'яка іграшка Стіч, яка не тільки прикрашає кошик, але й залишається приємним спогадом. Витримана у пастельно-блакитній гамі, ця композиція виглядає стильно, гармонійно і фотогенічно - ідеально підходить для фото та подарунків. У разі відсутності деяких квітів із зазначеного складу, вони можуть бути замінені на аналогічні за кольором та формою, без зміни стилю композиції. Навіть якщо вартість замінних квітів буде вищою - фінальна ціна залишиться незмінною для отримувача.";"6155";"c7b09414-e2b3-4f5c-9eb0-9db76a8319b3";"UAH";"Авторські роботи By Lesnikov";"https://sales-box-photos.s3-eu-central-1.amazonaws.com/nouvelflowersnow/original/services/0b7916d1-022a-4f5c-8d1c-d41a52ce4302.jpg";"шт";"999";"Available";"panier-bleu-stitch";"Panier Bleu Stitch";"Panier Bleu Stitch. Подаруйте казку - унікальний квітковий кошик Panier Bleu Stitch об'єднує чарівний світ квітів і дитячої радості. Композиція втілює ніжн";"";"Подаруйте казку - унікальний квітковий кошик Panier Bleu Stitch об'єднує чарівний світ квітів і дитячої радості. Композиція втілює ніжність і турботу, ідеально підходить для привітання малюка, на день народження чи як зворушливий знак уваги";"1";"1"
"11133708";"Зайчик Bunny";"Цей миленький плюшевий зайчик Bunny стане чудовим подарунком для будь-якої вікової категорії! Завдяки м’якому плюшу і великим, ласкавим вухам, цей зайчик точно підкорить ваше серце. Ідеально підходить для дітей як іграшка або для тих, хто шукає символізм ніжності та любові. Зайчик Bunny може бути чудовим супутником для дитячих ігор, подарунком на свято чи навіть частиною будь-якої квіткової композиції, створюючи таким чином унікальний та милий презент. 笠 Склад: М’яка плюшева іграшка зайчик із ніжним хутром, м'які, гнучкі вушка.";"650";"7a12d65a-aa77-47e7-bab3-54cde4fcb40d";"UAH";"Додавай до квітів";"https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder(10).jpeg";"шт";"999";"Available";"bunny";"Зайчик Bunny";"Зайчик Bunny. Цей миленький плюшевий зайчик Bunny стане чудовим подарунком для будь-якої вікової категорії! Завдяки м’якому плюшу і великим, ласкавим вухам";"";"Цей миленький плюшевий зайчик Bunny стане чудовим подарунком для будь-якої вікової категорії! Завдяки м’якому плюшу і великим, ласкавим вухам, цей зайчик точно підкорить ваше серце. Ідеально підходить для дітей як іграшка або для тих, хто ш";"1";"1"
"11142505";"Symphonie des Fleurs - Édition spéciale";"Вибір для тих, хто шукає елегантність і стиль у кожному елементі. Букет ""Symphonie des Fleurs"" - це чудова композиція з півоній, анемон та елегантних зелених елементів, які ідеально поєднуються для створення неповторного витвору мистецтва. Це ідеальний варіант для будь-якої урочистої події чи просто для того, щоб зробити чийсь день особливим. До кожного букета додається спеціальна інструкція і підживка для збереження свіжості квітів у вазі. У разі відсутності деяких квітів, вони будуть замінені на ідентичні, зберігаючи загальну композицію і кольорову гаму.";"2785";"e16dffed-0d26-4c67-b331-aa48929dd62a";"UAH";"Квіти в коробках";"https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder(15).jpeg";"шт";"999";"Available";"shop/symphonie-des-fleurs--edition-speciale";"Symphonie des Fleurs - Édition spéciale";"Symphonie des Fleurs - Édition spéciale. Вибір для тих, хто шукає елегантність і стиль у кожному елементі. Букет ""Symphonie des Fleurs"" - це чудова компози";"";"Вибір для тих, хто шукає елегантність і стиль у кожному елементі. Букет ""Symphonie des Fleurs"" - це чудова композиція з півоній, анемон та елегантних зелених елементів, які ідеально поєднуються для створення неповторного витвору мистецтва. ";"1";"1"
"salesbox-b5991794-7eae-428d-b353-0b31b9b1cc06";"М'який плюшевий ведмедик";"Тедді-бір, м'який плюшевий ведмедик, стане чудовим подарунком для вашої малечі або близької людини. Він створений з м'якого та приємного на дотик матеріалу, доступний в двох кольорах - сірому та зеленому. Ці ведмедики мають на собі брендовану наклейку та забезпечать тепло і комфорт у кожному обіймі. Висота кожного ведмедика - 30 см, ідеальний для обіймів і дружнього подарунка. Склад: М'який плюш. Брендована етикетка. Попередження: У разі відсутності одного з кольорів, ведмедик буде замінений на інший кольоровий варіант, зберігаючи високу якість і дизайн.";"685";"d2dad086-4fcb-449f-95bd-8b7b3c261f04";"UAH";"Іграшки";"https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder(9).jpeg";"шт";"999";"Available";"";"М'який плюшевий ведмедик";"М'який плюшевий ведмедик. Тедді-бір, м'який плюшевий ведмедик, стане чудовим подарунком для вашої малечі або близької людини. Він створений з м'якого та пр";"";"Тедді-бір, м'який плюшевий ведмедик, стане чудовим подарунком для вашої малечі або близької людини. Він створений з м'якого та приємного на дотик матеріалу, доступний в двох кольорах - сірому та зеленому. Ці ведмедики мають на собі брендова";"1";"1"
"11215608";"Lapin Printanier зайчик";"Lapin Printanier - це чарівний плюшевий зайчик, який втілює атмосферу весняної свіжості та радості. У нього зелений сукня з квітковим малюнком, а також милі жовті аксесуари, які додають елегантності та легкості цьому декору. Ідеально підходить як для декору вашого дому, так і для подарунка на свято. Кожен зайчик створений вручну з якісних матеріалів, що гарантує довговічність і м'якість. Це чудовий елемент декору для вашої оселі, або милий подарунок до святкових подій.";"1440";"1a13d9bb-e537-4164-9028-97601beb0f64";"UAH";"Іграшки";"https://www.nouvelamour.kiev.ua/Media/shop-29325/placeholder(3).jpeg";"шт";"999";"Available";"lapin-printanier";"Lapin Printanier зайчик";"Lapin Printanier зайчик. Lapin Printanier - це чарівний плюшевий зайчик, який втілює атмосферу весняної свіжості та радості. У нього зелений сукня з квітко";"";"Lapin Printanier - це чарівний плюшевий зайчик, який втілює атмосферу весняної свіжості та радості. У нього зелений сукня з квітковим малюнком, а також милі жовті аксесуари, які додають елегантності та легкості цьому декору. Ідеально підход";"1";"1"
"11272622";"Автопарфум LOST CHERY";"Автопарфум LOST CHERY Aroma | Автодифузор Lost Cherry | Преміум аромат для авто. Замовляйте автодифузор Lost Cherry від Nouvel Amour Aroma - унікальний аромат із дерев’яною кришкою, виготовлений вручну в Україні. Для авто та за ради приємної подорожі Відчуйте витончену атмосферу з перших секунд поїздки - представляємо Élixir Cerise Perdue, унікальний автодифузор з ароматом стиглої вишні, створений з турботою про деталі. Парфумерна композиція класу люкс Дерев'яна кришка для природної дифузії Ідеально пасує в салон авто як елемент стилю Авторське виробництво в Україні Це більше, ніж просто аромат - це стан душі за кермом.";"280";"6bc95770-55d0-409e-afd9-142569c6c5e2";"UAH";"Автомобільні дифузери";"https://d3og57k1dk4307.cloudfront.net/nouvelflowersnow/original/services/b12b859b-4777-4888-8609-150be3e801fe.jpg";"шт";"999";"Available";"shop/avtoparfum-lost-chery";"Автопарфум LOST CHERY";"Автопарфум LOST CHERY. Автопарфум LOST CHERY Aroma | Автодифузор Lost Cherry | Преміум аромат для авто. Замовляйте автодифузор Lost Cherry від Nouvel Amour";"";"Автопарфум LOST CHERY Aroma | Автодифузор Lost Cherry | Преміум аромат для авто. Замовляйте автодифузор Lost Cherry від Nouvel Amour Aroma - унікальний аромат із дерев’яною кришкою, виготовлений вручну в Україні. Для авто та за ради приємно";"1";"1"
"11272755";"Квіткова композиція ""Spring Tenderness"" у дерев’яному кошику";"Витончена квіткова композиція у дерев’яній коробці. Живі квіти преміум-класу: ніжні рожеві троянди, орхідеї та евкаліпт. Подаруйте атмосферу свята. Ця квіткова композиція - гармонія природи та естетики. Унікальне поєднання: Живі рожеві троянди - символ ніжності та любовіВеликі квітки орхідеї - вишуканість та розкіш Свіже листя евкаліпту - природна свіжість і баланс Усе це розміщено в дерев’яній коробці ручної роботи. Ідеально підходить:- як подарунок на День народження чи ювілей- для декору дому, офісу або фотозони- як флористичний комплімент для особливої людини Композиція поставляється з захистом для транспортування.  Зверніть увагу: у випадку тимчасової відсутності деяких квітів, ми замінимо їх на максимально схожі або дорожчі аналоги за наш рахунок. Наші флористи дотримаються стилю, відтінків і естетики букета.";"1625";"a037e6d4-04b0-48ab-b59c-c7eb2a9ea096";"UAH";"Букети";"https://www.nouvelamour.kiev.ua/Media/shop-29325/IMG_1906.png";"шт";"999";"Available";"shop/kvitkova-kompozitsiya--spring-tenderness-u-derevyanomu-koshiku";"Квіткова композиція ""Spring Tenderness"" у дерев’яному кошику";"Квіткова композиція ""Spring Tenderness"" у дерев’яному кошику. Витончена квіткова композиція у дерев’яній коробці. Живі квіти преміум-класу: ніжні рожеві тр";"";"Витончена квіткова композиція у дерев’яній коробці. Живі квіти преміум-класу: ніжні рожеві троянди, орхідеї та евкаліпт. Подаруйте атмосферу свята. Ця квіткова композиція - гармонія природи та естетики. Унікальне поєднання: Живі рожеві троя";"1";"1"
"12242089";"Éclat de Soleil"" - Tournesol et Roses Poudrées";"Éclat de Soleil - це не просто букет, а справжній вибух світла й настрою. Центральною квіткою композиції є соняшник - символ радості, сили та сонячної енергії. Гармонійно доповнений пудровими трояндами, зеленню, декоративною краспедією та брунією, цей букет ідеально підходить для подарунка, що залишає теплі спогади. Ідеально для:- Подарунка коханій людині- Побажань одужання або подяки- Декору інтер’єру- Привітання з днем народження Упаковка: Стильний матовий папір кольору хакі, атласна стрічка, листівка з побажанням (за запитом). Доставка: У Києві - день в день, по Україні - 1-2 дні.";"2225";"49f643e2-7269-42ec-a92d-926d48c13418";"UAH";"Букети";"https://www.nouvelamour.kiev.ua/Media/shop-29325/main page/зображення_viber_2025-08-17_21-25-27-626.jpg";"шт";"999";"Available";"shop/eclat-de-soleil--tournesol-et-roses-poudrees";"Éclat de Soleil"" - Tournesol et Roses Poudrées";"Éclat de Soleil"" - Tournesol et Roses Poudrées. Éclat de Soleil - це не просто букет, а справжній вибух світла й настрою. Центральною квіткою композиції є ";"";"Éclat de Soleil - це не просто букет, а справжній вибух світла й настрою. Центральною квіткою композиції є соняшник - символ радості, сили та сонячної енергії. Гармонійно доповнений пудровими трояндами, зеленню, декоративною краспедією та б";"1";"1"
